uniprot	Source Database	Name	Tax ID	Tax Name	Length	Entry Accession	Matches	CBM2
A0A2U2ZKN0	unreviewed	CBM2 domain-containing protein	2200760	Streptomyces sp. Act143	378	IPR001919	269..378	269-378
A0A2U2ZLE6	unreviewed	Endoglucanase	2200760	Streptomyces sp. Act143	715	IPR001919	607..715	607-715
A0A2U2ZLI1	unreviewed	CBM2 domain-containing protein	2200760	Streptomyces sp. Act143	376	IPR001919	267..376	267-376
A0A2U2ZLX7	unreviewed	Endoglucanase	2200760	Streptomyces sp. Act143	557	IPR001919	447..557	447-557
A0A2U2ZPW0	unreviewed	CBM2 domain-containing protein	2200760	Streptomyces sp. Act143	890	IPR001919	780..890	780-890
A0A2U2ZQM8	unreviewed	CBM2 domain-containing protein	2200760	Streptomyces sp. Act143	494	IPR001919	386..494	386-494
A0A2U2ZTD0	unreviewed	chitinase	2200760	Streptomyces sp. Act143	610	IPR001919	27..134	27-134
A0A2U2ZVM4	unreviewed	Endoglucanase	2200760	Streptomyces sp. Act143	505	IPR001919	402..505	402-505
A0A2U2ZYZ7	unreviewed	Beta-xylanase	2200760	Streptomyces sp. Act143	448	IPR001919	347..448	347-448
A0A2U3A155	unreviewed	Sugar hydrolase	2200760	Streptomyces sp. Act143	486	IPR001919	33..141	33-141
A0A2U3A6P5	unreviewed	CBM2 domain-containing protein	2200760	Streptomyces sp. Act143	450	IPR001919	341..450	341-450
A0A2U3A6Q3	unreviewed	CBM2 domain-containing protein	2200760	Streptomyces sp. Act143	568	IPR001919	1..38	1-38
A0A2U3A740	unreviewed	CBM2 domain-containing protein	2200760	Streptomyces sp. Act143	402	IPR001919	293..402	293-402
A0A2U3A762	unreviewed	Glucanase	2200760	Streptomyces sp. Act143	576	IPR001919	30..139	30-139
A0A2U3A7F9	unreviewed	CBM2 domain-containing protein	2200760	Streptomyces sp. Act143	349	IPR001919	245..349	245-349
A0A2U3A7N8	unreviewed	Polysaccharide deacetylase	2200760	Streptomyces sp. Act143	309	IPR001919	217..309	217-309
A0A2U3C8N6	unreviewed	Sugar hydrolase	563922	Streptomyces sp. ICBB 8177	486	IPR001919	34..145	34-145
A0A2U3GXN9	unreviewed	CBM2 domain-containing protein	2201153	Streptomyces sp. NWU49	499	IPR001919	391..499	391-499
A0A2U3GY76	unreviewed	Endo-1,4-beta-xylanase	2201153	Streptomyces sp. NWU49	319	IPR001919	227..319	227-319
A0A2U3GY78	unreviewed	Polysaccharide deacetylase	2201153	Streptomyces sp. NWU49	333	IPR001919	241..333	241-333
A0A2U3GYB8	unreviewed	Endoglucanase	2201153	Streptomyces sp. NWU49	480	IPR001919	43..154	43-154
A0A2U3H1S3	unreviewed	CBM2 domain-containing protein	2201153	Streptomyces sp. NWU49	375	IPR001919	266..375	266-375
A0A2U3H1U1	unreviewed	CBM2 domain-containing protein	2201153	Streptomyces sp. NWU49	360	IPR001919	254..360	254-360
A0A2U3H4S9	unreviewed	Endoglucanase	2201153	Streptomyces sp. NWU49	546	IPR001919	436..546	436-546
A0A2U3H4V7	unreviewed	CBM2 domain-containing protein	2201153	Streptomyces sp. NWU49	366	IPR001919	258..366	258-366
A0A2U3H4X5	unreviewed	Alpha-L-arabinofuranosidase	2201153	Streptomyces sp. NWU49	716	IPR001919	602..715	602-715
A0A2U3H5H7	unreviewed	Glucanase	2201153	Streptomyces sp. NWU49	573	IPR001919	30..139	30-139
A0A2U3H5H8	unreviewed	CBM2 domain-containing protein	2201153	Streptomyces sp. NWU49	891	IPR001919	781..891	781-891
A0A2U3H5K5	unreviewed	CBM2 domain-containing protein	2201153	Streptomyces sp. NWU49	972	IPR001919	36..145	36-145
A0A2U3HC52	unreviewed	chitinase	2201153	Streptomyces sp. NWU49	607	IPR001919	27..134	27-134
A0A2U3HE67	unreviewed	Beta-xylanase	2201153	Streptomyces sp. NWU49	445	IPR001919	340..445	340-445
A0A2U3KGI6	unreviewed	NHL repeat containing protein	2043165	Candidatus Sulfopaludibacter sp. SbA4	1888	IPR001919	1779..1888	1779-1888
A0A2U3N8X2	unreviewed	CBM2 domain-containing protein	1841859	Mycobacterium terramassiliense	142	IPR001919	33..142	33-142
A0A2U3P0D6	unreviewed	CBM2 domain-containing protein	1841860	Mycobacterium rhizamassiliense	142	IPR001919	33..142	33-142
A0A2U8JPW0	unreviewed	chitinase	1465	Brevibacillus laterosporus	649	IPR001919	538..648	538-648
A0A2U8W8K9	unreviewed	cellulase	2202825	Methylobacterium durans	967	IPR001919	13..122,866..967	13-122+866-967
A0A2U9NUZ6	unreviewed	CBM2 domain-containing protein	1885	Streptomyces actuosus	424	IPR001919	316..424	316-424
A0A2U9NV52	unreviewed	Endoglucanase	1885	Streptomyces actuosus	505	IPR001919	68..178	68-178
A0A2U9NV88	unreviewed	Endo-1,4-beta-xylanase	1885	Streptomyces actuosus	340	IPR001919	248..340	248-340
A0A2U9NVH6	unreviewed	CBM2 domain-containing protein	1885	Streptomyces actuosus	393	IPR001919	30..138	30-138
A0A2U9NWH8	unreviewed	CBM2 domain-containing protein	1885	Streptomyces actuosus	458	IPR001919	349..458	349-458
A0A2U9NZL0	unreviewed	Beta-xylanase	1885	Streptomyces actuosus	457	IPR001919	352..457	352-457
A0A2U9P2K5	unreviewed	Endoglucanase	1885	Streptomyces actuosus	515	IPR001919	412..515	412-515
A0A2U9P2Q7	unreviewed	Sugar hydrolase	1885	Streptomyces actuosus	488	IPR001919	33..141	33-141
A0A2U9P5D3	unreviewed	Beta-xylanase	1885	Streptomyces actuosus	456	IPR001919	353..456	353-456
A0A2U9P7N0	unreviewed	chitinase	1885	Streptomyces actuosus	606	IPR001919	27..134	27-134
A0A2U9P856	unreviewed	beta-glucosidase	1885	Streptomyces actuosus	743	IPR001919	642..743	642-743
A0A2U9P8A1	unreviewed	CBM2 domain-containing protein	1885	Streptomyces actuosus	359	IPR001919	255..359	255-359
A0A2U9P8K4	unreviewed	CBM2 domain-containing protein	1885	Streptomyces actuosus	380	IPR001919	271..380	271-380
A0A2U9P9N0	unreviewed	CBM2 domain-containing protein	1885	Streptomyces actuosus	375	IPR001919	269..375	269-375
A0A2U9PA01	unreviewed	CBM2 domain-containing protein	1885	Streptomyces actuosus	972	IPR001919	36..145	36-145
A0A2U9PA66	unreviewed	Glucanase	1885	Streptomyces actuosus	582	IPR001919	30..139	30-139
A0A2U9PA99	unreviewed	Endoglucanase	1885	Streptomyces actuosus	554	IPR001919	444..554	444-554
A0A2U9PAN4	unreviewed	CBM2 domain-containing protein	1885	Streptomyces actuosus	487	IPR001919	379..487	379-487
A0A2U9PBL3	unreviewed	CBM2 domain-containing protein	1885	Streptomyces actuosus	894	IPR001919	784..894	784-894
A0A2U9PEF1	unreviewed	Polysaccharide deacetylase	1885	Streptomyces actuosus	333	IPR001919	241..333	241-333
A0A2V0MZL1	unreviewed	CBM2 domain-containing protein	2049453	Mycobacterium sp. MFM001	134	IPR001919	25..134	25-134
A0A2V1N917	unreviewed	CBM2 domain-containing protein	1424099	Streptomyces sp. V2	498	IPR001919	392..498	392-498
A0A2V1NJA0	unreviewed	Beta-xylanase	1424099	Streptomyces sp. V2	439	IPR001919	338..439	338-439
A0A2V1NMM7	unreviewed	CBM2 domain-containing protein	1424099	Streptomyces sp. V2	426	IPR001919	319..426	319-426
A0A2V1NQ96	unreviewed	CBM2 domain-containing protein	1424099	Streptomyces sp. V2	348	IPR001919	242..346	242-346
A0A2V1NRY9	unreviewed	CBM2 domain-containing protein	1424099	Streptomyces sp. V2	971	IPR001919	35..144	35-144
A0A2V1NS23	unreviewed	Glucanase	1424099	Streptomyces sp. V2	576	IPR001919	30..139	30-139
A0A2V1NSS4	unreviewed	Endoglucanase	1424099	Streptomyces sp. V2	506	IPR001919	403..506	403-506
A0A2V1NTC0	unreviewed	CBM2 domain-containing protein	1424099	Streptomyces sp. V2	371	IPR001919	262..371	262-371
A0A2V1NUQ4	unreviewed	CBM2 domain-containing protein	1424099	Streptomyces sp. V2	882	IPR001919	772..882	772-882
A0A2V1NUW2	unreviewed	Endoglucanase	1424099	Streptomyces sp. V2	548	IPR001919	438..548	438-548
A0A2V1NXS0	unreviewed	CBM2 domain-containing protein	1424099	Streptomyces sp. V2	354	IPR001919	250..354	250-354
A0A2V1NXX1	unreviewed	Cellulose-binding protein	1424099	Streptomyces sp. V2	544	IPR001919	440..544	440-544
A0A2V2AX04	unreviewed	chitinase	1882405	Streptomyces sp. CG 926	617	IPR001919	38..145	38-145
A0A2V2B3K5	unreviewed	Glycosyl hydrolase family 18 (Putative chitinase)	1882405	Streptomyces sp. CG 926	496	IPR001919	36..146	36-146
A0A2V2PT23	unreviewed	CBM2 domain-containing protein	2202516	Streptomyces sp. ZEA17I	362	IPR001919	256..362	256-362
A0A2V2PUY1	unreviewed	Endoglucanase	2202516	Streptomyces sp. ZEA17I	852	IPR001919	740..849	740-849
A0A2V2Q1N7	unreviewed	chitinase	2202516	Streptomyces sp. ZEA17I	625	IPR001919	44..151	44-151
A0A2V2Q6X6	unreviewed	chitinase	2202516	Streptomyces sp. ZEA17I	619	IPR001919	44..151	44-151
A0A2V4AKK4	unreviewed	non-specific serine/threonine protein kinase	588067	Prauserella muralis	464	IPR001919	360..464	360-464
A0A2V4AZT5	unreviewed	Chitinase	588067	Prauserella muralis	441	IPR001919	26..135	26-135
A0A2V4MTJ6	unreviewed	CBM2 domain-containing protein	565073	Streptomyces tateyamensis	991	IPR001919	35..144	35-144
A0A2V4MTM7	unreviewed	Glucanase	565073	Streptomyces tateyamensis	640	IPR001919	536..640	536-640
A0A2V4N1Y6	unreviewed	Cellulose-binding protein	565073	Streptomyces tateyamensis	551	IPR001919	26..151	26-151
A0A2V4N5J0	unreviewed	Endoglucanase	565073	Streptomyces tateyamensis	516	IPR001919	30..139	30-139
A0A2V4NR64	unreviewed	Beta-xylanase	565073	Streptomyces tateyamensis	488	IPR001919	377..488	377-488
A0A2V4NT04	unreviewed	Cellulose-binding protein	565073	Streptomyces tateyamensis	460	IPR001919	363..460	363-460
A0A2V4NWG8	unreviewed	Alpha-L-arabinofuranosidase	565073	Streptomyces tateyamensis	701	IPR001919	594..701	594-701
A0A2V4PKB5	unreviewed	CBM2 domain-containing protein	565073	Streptomyces tateyamensis	520	IPR001919	40..151	40-151
A0A2V6BBQ2	unreviewed	CBM2 domain-containing protein	2026799	Verrucomicrobiota bacterium	736	IPR001919	446..559	446-559
A0A2V7ZKD0	unreviewed	CBM2 domain-containing protein	1978231	Acidobacteriota bacterium	1022	IPR001919	573..719	573-719
A0A2V9KMA0	unreviewed	CBM2 domain-containing protein	1978231	Acidobacteriota bacterium	319	IPR001919	29..164	29-164
A0A2V9NAR0	unreviewed	Endoglucanase	1978231	Acidobacteriota bacterium	629	IPR001919	520..629	520-629
A0A2V9QBC8	unreviewed	Endoglucanase	1978231	Acidobacteriota bacterium	638	IPR001919	529..638	529-638
A0A2V9QIH0	unreviewed	Endoglucanase	1978231	Acidobacteriota bacterium	638	IPR001919	529..638	529-638
A0A2V9S4M2	unreviewed	Endoglucanase	1978231	Acidobacteriota bacterium	636	IPR001919	527..636	527-636
A0A2V9STL2	unreviewed	Endoglucanase	1978231	Acidobacteriota bacterium	635	IPR001919	526..635	526-635
A0A2V9TN51	unreviewed	Endoglucanase	1978231	Acidobacteriota bacterium	635	IPR001919	526..635	526-635
A0A2W0CWC7	unreviewed	CBM2 domain-containing protein	2175649	Curtobacterium sp. MCBD17_030	528	IPR001919	78..187	78-187
A0A2W1JEK4	unreviewed	Endoglucanase	1764569	Acaryochloris thomasi RCC1774	710	IPR001919	1..103	1-103
A0A2W2A195	unreviewed	Peptidase M60 domain-containing protein	2175647	Curtobacterium sp. MCSS17_008	891	IPR001919	38..126	38-126
A0A2W2B208	unreviewed	CBM2 domain-containing protein	2175654	Curtobacterium sp. MCPF17_047	643	IPR001919	50..140,193..302	50-140+193-302
A0A2W2B6G5	unreviewed	CBM2 domain-containing protein	515350	Micromonospora endophytica	106	IPR001919	1..106	1-106
A0A2W2BH39	unreviewed	Endoglucanase	2070366	Micromonospora deserti	448	IPR001919	13..120	13-120
A0A2W2BK45	unreviewed	Glycosyl hydrolase family 5	515350	Micromonospora endophytica	374	IPR001919	267..374	267-374
A0A2W2BMU1	unreviewed	CBM2 domain-containing protein	2070366	Micromonospora deserti	118	IPR001919	8..118	8-118
A0A2W2BNH2	unreviewed	CBM2 domain-containing protein	515350	Micromonospora endophytica	132	IPR001919	17..132	17-132
A0A2W2BNS3	unreviewed	CBM2 domain-containing protein	515350	Micromonospora endophytica	388	IPR001919	69..194	69-194
A0A2W2BNY6	unreviewed	CBM2 domain-containing protein	2070366	Micromonospora deserti	154	IPR001919	21..128	21-128
A0A2W2BP47	unreviewed	Cellulose 1,4-beta-cellobiosidase	515350	Micromonospora endophytica	966	IPR001919	29..137	29-137
A0A2W2BU29	unreviewed	CBM2 domain-containing protein	515350	Micromonospora endophytica	146	IPR001919	30..139	30-139
A0A2W2BWL7	unreviewed	CBM2 domain-containing protein	515350	Micromonospora endophytica	219	IPR001919	118..216	118-216
A0A2W2BWY6	unreviewed	CBM2 domain-containing protein	515350	Micromonospora endophytica	110	IPR001919	3..110	3-110
A0A2W2BWZ7	unreviewed	CBM2 domain-containing protein	515350	Micromonospora endophytica	155	IPR001919	29..138	29-138
A0A2W2BXM9	unreviewed	CBM2 domain-containing protein	2070366	Micromonospora deserti	967	IPR001919	29..137	29-137
A0A2W2BYF6	unreviewed	Glucanase	515350	Micromonospora endophytica	597	IPR001919	34..143	34-143
A0A2W2C065	unreviewed	Endo-1,4-beta-xylanase	515350	Micromonospora endophytica	332	IPR001919	241..332	241-332
A0A2W2C0S7	unreviewed	Endoglucanase	515350	Micromonospora endophytica	870	IPR001919	757..870	757-870
A0A2W2C1W1	unreviewed	Alpha-L-arabinofuranosidase	515350	Micromonospora endophytica	674	IPR001919	563..674	563-674
A0A2W2C2D5	unreviewed	CBM2 domain-containing protein	515350	Micromonospora endophytica	121	IPR001919	12..121	12-121
A0A2W2C2Y2	unreviewed	CBM2 domain-containing protein	515350	Micromonospora endophytica	121	IPR001919	18..121	18-121
A0A2W2C3I7	unreviewed	CBM2 domain-containing protein	515350	Micromonospora endophytica	102	IPR001919	1..102	1-102
A0A2W2C3M6	unreviewed	cellulase	515350	Micromonospora endophytica	704	IPR001919	36..145	36-145
A0A2W2C5N1	unreviewed	CBM2 domain-containing protein	2070366	Micromonospora deserti	104	IPR001919	1..104	1-104
A0A2W2C6A5	unreviewed	Endoglucanase	515350	Micromonospora endophytica	903	IPR001919	793..903	793-903
A0A2W2C8Z9	unreviewed	CBM2 domain-containing protein	515350	Micromonospora endophytica	122	IPR001919	18..122	18-122
A0A2W2C913	unreviewed	CBM2 domain-containing protein	515350	Micromonospora endophytica	348	IPR001919	245..348	245-348
A0A2W2C9V6	unreviewed	CBM2 domain-containing protein	515350	Micromonospora endophytica	156	IPR001919	33..142	33-142
A0A2W2CBL3	unreviewed	CBM2 domain-containing protein	2070366	Micromonospora deserti	141	IPR001919	26..134	26-134
A0A2W2CCN4	unreviewed	non-reducing end alpha-L-arabinofuranosidase	515350	Micromonospora endophytica	442	IPR001919	6..115	6-115
A0A2W2CE47	unreviewed	Endoglucanase	2070366	Micromonospora deserti	870	IPR001919	757..870	757-870
A0A2W2CGB6	unreviewed	Alpha-L-fucosidase	515350	Micromonospora endophytica	631	IPR001919	527..631	527-631
A0A2W2CIX4	unreviewed	CBM2 domain-containing protein	2070366	Micromonospora deserti	240	IPR001919	119..238	119-238
A0A2W2CIX9	unreviewed	CBM2 domain-containing protein	2070366	Micromonospora deserti	223	IPR001919	110..223	110-223
A0A2W2CJA8	unreviewed	non-specific serine/threonine protein kinase	2070366	Micromonospora deserti	538	IPR001919	366..476	366-476
A0A2W2CPC0	unreviewed	CBM2 domain-containing protein	515350	Micromonospora endophytica	157	IPR001919	31..141	31-141
A0A2W2CPW4	unreviewed	Endoglucanase	2070366	Micromonospora deserti	450	IPR001919	346..450	346-450
A0A2W2CR21	unreviewed	CBM2 domain-containing protein	2070366	Micromonospora deserti	106	IPR001919	3..106	3-106
A0A2W2CSG6	unreviewed	CBM2 domain-containing protein	2070366	Micromonospora deserti	158	IPR001919	49..158	49-158
A0A2W2CSL5	unreviewed	CBM2 domain-containing protein	1655439	Micromonospora craterilacus	145	IPR001919	34..143	34-143
A0A2W2CT18	unreviewed	Beta-xylanase	515350	Micromonospora endophytica	445	IPR001919	347..445	347-445
A0A2W2CV81	unreviewed	CBM2 domain-containing protein	2070366	Micromonospora deserti	164	IPR001919	36..145	36-145
A0A2W2CWJ3	unreviewed	CBM2 domain-containing protein	1655439	Micromonospora craterilacus	157	IPR001919	36..145	36-145
A0A2W2CWU0	unreviewed	CBM2 domain-containing protein	2070366	Micromonospora deserti	150	IPR001919	31..140	31-140
A0A2W2CXE7	unreviewed	CBM2 domain-containing protein	2070366	Micromonospora deserti	118	IPR001919	9..118	9-118
A0A2W2CYT2	unreviewed	CBM2 domain-containing protein	1655439	Micromonospora craterilacus	146	IPR001919	26..134	26-134
A0A2W2D0E3	unreviewed	CBM2 domain-containing protein	2070366	Micromonospora deserti	119	IPR001919	11..119	11-119
A0A2W2D139	unreviewed	CBM2 domain-containing protein	1655439	Micromonospora craterilacus	114	IPR001919	6..114	6-114
A0A2W2D294	unreviewed	CBM2 domain-containing protein	515350	Micromonospora endophytica	145	IPR001919	26..134	26-134
A0A2W2D2Q2	unreviewed	CBM2 domain-containing protein	515350	Micromonospora endophytica	111	IPR001919	7..110	7-110
A0A2W2D3V2	unreviewed	CBM2 domain-containing protein	515350	Micromonospora endophytica	152	IPR001919	27..137	27-137
A0A2W2D5G3	unreviewed	CBM2 domain-containing protein	1655439	Micromonospora craterilacus	159	IPR001919	33..142	33-142
A0A2W2D6X2	unreviewed	Cellulose-binding protein	515350	Micromonospora endophytica	454	IPR001919	345..454	345-454
A0A2W2D8D1	unreviewed	non-specific serine/threonine protein kinase	515350	Micromonospora endophytica	570	IPR001919	367..477	367-477
A0A2W2DB63	unreviewed	Peptidase	515350	Micromonospora endophytica	500	IPR001919	396..500	396-500
A0A2W2DB83	unreviewed	non-specific serine/threonine protein kinase	1655439	Micromonospora craterilacus	551	IPR001919	369..479	369-479
A0A2W2DDT3	unreviewed	CBM2 domain-containing protein	1655439	Micromonospora craterilacus	126	IPR001919	23..126	23-126
A0A2W2DDY4	unreviewed	CBM2 domain-containing protein	2070366	Micromonospora deserti	149	IPR001919	34..143	34-143
A0A2W2DGE8	unreviewed	Beta-xylanase	2070368	Nonomuraea aridisoli	554	IPR001919	449..554	449-554
A0A2W2DJ32	unreviewed	CBM2 domain-containing protein	515350	Micromonospora endophytica	436	IPR001919	327..436	327-436
A0A2W2DK83	unreviewed	chitinase	2070368	Nonomuraea aridisoli	523	IPR001919	20..129	20-129
A0A2W2DP13	unreviewed	Endoglucanase	1655439	Micromonospora craterilacus	179	IPR001919	103..179	103-179
A0A2W2DP35	unreviewed	cellulase	2070366	Micromonospora deserti	660	IPR001919	557..660	557-660
A0A2W2DSK6	unreviewed	CBM2 domain-containing protein	1655439	Micromonospora craterilacus	339	IPR001919	237..339	237-339
A0A2W2DVN8	unreviewed	CBM2 domain-containing protein	2070368	Nonomuraea aridisoli	424	IPR001919	315..424	315-424
A0A2W2DXZ0	unreviewed	CBM2 domain-containing protein	1655439	Micromonospora craterilacus	440	IPR001919	331..440	331-440
A0A2W2DYY7	unreviewed	CBM2 domain-containing protein	1655439	Micromonospora craterilacus	246	IPR001919	143..246	143-246
A0A2W2E280	unreviewed	CBM2 domain-containing protein	1655439	Micromonospora craterilacus	115	IPR001919	11..115	11-115
A0A2W2EA45	unreviewed	CBM2 domain-containing protein	1655439	Micromonospora craterilacus	358	IPR001919	249..358	249-358
A0A2W2EC08	unreviewed	CBM2 domain-containing protein	1655439	Micromonospora craterilacus	400	IPR001919	31..140	31-140
A0A2W2EC59	unreviewed	Endoglucanase	1655439	Micromonospora craterilacus	869	IPR001919	756..869	756-869
A0A2W2EC95	unreviewed	CBM2 domain-containing protein	2070366	Micromonospora deserti	354	IPR001919	247..354	247-354
A0A2W2ED55	unreviewed	Beta-xylanase	1655439	Micromonospora craterilacus	447	IPR001919	352..447	352-447
A0A2W2EG58	unreviewed	Beta-xylanase	1655439	Micromonospora craterilacus	1148	IPR001919	1062..1145	1062-1145
A0A2W2EGF7	unreviewed	CBM2 domain-containing protein	1655439	Micromonospora craterilacus	961	IPR001919	29..137	29-137
A0A2W2EHP6	unreviewed	CBM2 domain-containing protein	1655439	Micromonospora craterilacus	232	IPR001919	131..229	131-229
A0A2W2EJY1	unreviewed	CBM2 domain-containing protein	1655439	Micromonospora craterilacus	392	IPR001919	283..392	283-392
A0A2W2EM20	unreviewed	Glycoside hydrolase	2666298	Spongiactinospora gelatinilytica	1125	IPR001919	59..169	59-169
A0A2W2EN47	unreviewed	CBM2 domain-containing protein	1655439	Micromonospora craterilacus	100	IPR001919	1..100	1-100
A0A2W2EPE6	unreviewed	CBM2 domain-containing protein	1655439	Micromonospora craterilacus	116	IPR001919	9..116	9-116
A0A2W2EWZ9	unreviewed	CBM2 domain-containing protein	2070368	Nonomuraea aridisoli	358	IPR001919	252..358	252-358
A0A2W2EX50	unreviewed	CBM2 domain-containing protein	1655439	Micromonospora craterilacus	139	IPR001919	28..135	28-135
A0A2W2F1U5	unreviewed	Endo-1,4-beta-xylanase	1655439	Micromonospora craterilacus	333	IPR001919	242..333	242-333
A0A2W2F503	unreviewed	CBM2 domain-containing protein	1655439	Micromonospora craterilacus	117	IPR001919	10..117	10-117
A0A2W2F7T3	unreviewed	CBM2 domain-containing protein	1655439	Micromonospora craterilacus	112	IPR001919	9..109	9-109
A0A2W2F7V1	unreviewed	Alpha-L-arabinofuranosidase	1655439	Micromonospora craterilacus	703	IPR001919	592..703	592-703
A0A2W2F977	unreviewed	CBM2 domain-containing protein	1655439	Micromonospora craterilacus	340	IPR001919	236..339	236-339
A0A2W2FAJ9	unreviewed	Endoglucanase	1655439	Micromonospora craterilacus	968	IPR001919	858..968	858-968
A0A2W2FI68	unreviewed	Glucanase	2070368	Nonomuraea aridisoli	769	IPR001919	18..133	18-133
A0A2W2FP85	unreviewed	Endo-1,4-beta-xylanase	2070368	Nonomuraea aridisoli	325	IPR001919	233..325	233-325
A0A2W2GA49	unreviewed	CBM2 domain-containing protein	2666298	Spongiactinospora gelatinilytica	545	IPR001919	439..545	439-545
A0A2W2GNI1	unreviewed	chitinase	2666298	Spongiactinospora gelatinilytica	599	IPR001919	11..119	11-119
A0A2W2GQZ2	unreviewed	chitinase	2666298	Spongiactinospora gelatinilytica	854	IPR001919	27..234	27-234
A0A2W2GXD4	unreviewed	Uncharacterized protein	2666298	Spongiactinospora gelatinilytica	246	IPR001919	134..243	134-243
A0A2W2GYS1	unreviewed	CBM2 domain-containing protein	2666298	Spongiactinospora gelatinilytica	347	IPR001919	235..347	235-347
A0A2W2GYW0	unreviewed	CBM2 domain-containing protein	2666298	Spongiactinospora gelatinilytica	490	IPR001919	395..487	395-487
A0A2W2H9B8	unreviewed	CBM2 domain-containing protein	2666298	Spongiactinospora gelatinilytica	518	IPR001919	414..518	414-518
A0A2W2JMK3	unreviewed	Endoglucanase	1735453	Streptomyces sp. NTH33	512	IPR001919	409..512	409-512
A0A2W2L760	unreviewed	CBM2 domain-containing protein	1735453	Streptomyces sp. NTH33	36	IPR001919	2..33	2-33
A0A2W2LDV6	unreviewed	CBM2 domain-containing protein	1735453	Streptomyces sp. NTH33	320	IPR001919	35..143	35-143
A0A2W2LK15	unreviewed	CBM2 domain-containing protein	1735453	Streptomyces sp. NTH33	366	IPR001919	323..366	323-366
A0A2W2LN82	unreviewed	Glucanase	1735453	Streptomyces sp. NTH33	576	IPR001919	30..138	30-138
A0A2W2LPU3	unreviewed	Endoglucanase	1735453	Streptomyces sp. NTH33	475	IPR001919	8..117	8-117
A0A2W2M1H1	unreviewed	CBM2 domain-containing protein	1735453	Streptomyces sp. NTH33	513	IPR001919	405..513	405-513
A0A2W2M7J8	unreviewed	CBM2 domain-containing protein	1735453	Streptomyces sp. NTH33	904	IPR001919	794..904	794-904
A0A2W2M861	unreviewed	Endo-1,4-beta-xylanase	1735453	Streptomyces sp. NTH33	332	IPR001919	240..332	240-332
A0A2W2M8E2	unreviewed	CBM2 domain-containing protein	1735453	Streptomyces sp. NTH33	361	IPR001919	255..361	255-361
A0A2W2MCQ5	unreviewed	Endoglucanase	1735453	Streptomyces sp. NTH33	554	IPR001919	444..554	444-554
A0A2W2MG51	unreviewed	Beta-xylanase	1735453	Streptomyces sp. NTH33	453	IPR001919	347..453	347-453
A0A2W2N1X8	unreviewed	chitinase	1735453	Streptomyces sp. NTH33	608	IPR001919	27..134	27-134
A0A2W2N245	unreviewed	CBM2 domain-containing protein	1735453	Streptomyces sp. NTH33	379	IPR001919	270..379	270-379
A0A2W2NQD6	unreviewed	CBM2 domain-containing protein	1735453	Streptomyces sp. NTH33	972	IPR001919	35..144	35-144
A0A2W4IUC5	unreviewed	Alpha-L-arabinofuranosidase	1883427	Actinomycetes bacterium	700	IPR001919	588..700	588-700
A0A2W4IYG1	unreviewed	CBM2 domain-containing protein	1883427	Actinomycetes bacterium	573	IPR001919	29..138	29-138
A0A2W4J827	unreviewed	CBM2 domain-containing protein	1883427	Actinomycetes bacterium	105	IPR001919	13..105	13-105
A0A2W4JAM5	unreviewed	CBM2 domain-containing protein	1883427	Actinomycetes bacterium	444	IPR001919	344..444	344-444
A0A2W4JET8	unreviewed	CBM2 domain-containing protein	1883427	Actinomycetes bacterium	454	IPR001919	345..454	345-454
A0A2W4JF36	unreviewed	Beta-xylanase	1883427	Actinomycetes bacterium	479	IPR001919	378..479	378-479
A0A2W4JHQ5	unreviewed	Endoglucanase	1883427	Actinomycetes bacterium	448	IPR001919	345..448	345-448
A0A2W4JLM0	unreviewed	CBM2 domain-containing protein	1883427	Actinomycetes bacterium	233	IPR001919	110..233	110-233
A0A2W4KY50	unreviewed	CBM2 domain-containing protein	1883427	Actinomycetes bacterium	386	IPR001919	279..386	279-386
A0A2W4L7A1	unreviewed	CBM2 domain-containing protein	1883427	Actinomycetes bacterium	337	IPR001919	235..337	235-337
A0A2W4L7Q2	unreviewed	CBM2 domain-containing protein	1883427	Actinomycetes bacterium	139	IPR001919	47..139	47-139
A0A2W4L7Z6	unreviewed	CBM2 domain-containing protein	1883427	Actinomycetes bacterium	93	IPR001919	1..93	1-93
A0A2W4LCK0	unreviewed	CBM2 domain-containing protein	1883427	Actinomycetes bacterium	369	IPR001919	268..369	268-369
A0A2W4LKQ1	unreviewed	non-reducing end alpha-L-arabinofuranosidase	1883427	Actinomycetes bacterium	488	IPR001919	48..157	48-157
A0A2W4LPV1	unreviewed	CBM2 domain-containing protein	1883427	Actinomycetes bacterium	551	IPR001919	451..551	451-551
A0A2W4NWW0	unreviewed	endo-1,4-beta-xylanase	1977087	Pseudomonadota bacterium	605	IPR001919	54..167	54-167
A0A2W4RH69	unreviewed	CBM2 domain-containing protein	2202197	Candidatus Methylumidiphilus alinenensis	650	IPR001919	31..148,184..322	31-148+184-322
A0A2W5TS00	unreviewed	CBM2 domain-containing protein	48	Archangium gephyra	608	IPR001919	513..608	513-608
A0A2W5WMP6	unreviewed	Endo-1,4-beta-xylanase	2607479	Xylanimonas oleitrophica	327	IPR001919	236..327	236-327
A0A2W5WXD7	unreviewed	chitinase	2607479	Xylanimonas oleitrophica	563	IPR001919	46..154	46-154
A0A2W6ZLX6	unreviewed	CBM2 domain-containing protein	2164130	Cyanobium sp.	277	IPR001919	13..125	13-125
A0A2W7IU04	unreviewed	cellulase	990373	Humitalea rosea	931	IPR001919	5..96	5-96
